UserId,AccountDate,AnswerDate,AnswerId
"3378649","2014-03-04 10:38:39","2015-06-14 17:40:34","92807365"
"3378649","2014-03-04 10:38:39","2015-06-14 17:40:34","92807365"
"3378649","2014-03-04 10:38:39","2015-06-14 17:40:34","92807365"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3950533","2014-08-17 17:55:45","2015-06-14 17:58:24","92807972"
"3565829","2014-04-23 18:02:38","2015-06-14 18:10:16","92808403"
"4157666","2014-10-18 21:51:59","2015-06-14 18:12:46","92808475"
"4157666","2014-10-18 21:51:59","2015-06-14 18:12:46","92808475"
"4355092","2014-12-12 17:52:52","2015-06-14 18:14:16","92808555"
"4355092","2014-12-12 17:52:52","2015-06-14 18:14:16","92808555"
"4355092","2014-12-12 17:52:52","2015-06-14 18:14:16","92808555"
"4355092","2014-12-12 17:52:52","2015-06-14 18:14:16","92808555"
"2651073","2013-08-04 19:27:10","2015-06-14 20:02:15","92812764"
"2651073","2013-08-04 19:27:10","2015-06-14 20:02:15","92812764"
"2651073","2013-08-04 19:27:10","2015-06-14 20:02:15","92812764"
"2651073","2013-08-04 19:27:10","2015-06-14 20:02:15","92812764"
"2651073","2013-08-04 19:27:10","2015-06-14 20:02:15","92812764"
"4838189","2015-04-27 14:41:10","2015-06-14 20:03:04","92812805"
"3565829","2014-04-23 18:02:38","2015-06-14 20:15:08","92813259"
"3105909","2013-12-16 03:22:02","2015-06-14 20:25:26","92813642"
"3105909","2013-12-16 03:22:02","2015-06-14 20:25:26","92813642"
"1422096","2012-05-28 16:27:42","2015-06-14 20:55:45","92814798"
"1422096","2012-05-28 16:27:42","2015-06-14 20:55:45","92814798"
"2695227","2013-08-19 05:42:30","2018-05-14 17:43:56","173394147"
"3027854","2013-11-24 17:48:08","2018-05-14 17:45:21","173394230"
"3027854","2013-11-24 17:48:08","2018-05-14 17:45:21","173394230"
"4896449","2015-05-13 15:21:55","2018-05-14 17:49:55","173394530"
"4896449","2015-05-13 15:21:55","2018-05-14 17:49:55","173394530"
"1150683","2012-01-15 18:03:45","2018-05-14 18:39:19","173397502"
"1150683","2012-01-15 18:03:45","2018-05-14 18:39:19","173397502"
"1150683","2012-01-15 18:03:45","2018-05-14 18:39:19","173397502"
"4405757","2014-12-30 14:51:39","2018-05-14 18:44:04","173397835"
"1422096","2012-05-28 16:27:42","2018-05-14 18:50:39","173398261"
"1422096","2012-05-28 16:27:42","2018-05-14 18:50:39","173398261"
"8193509","2017-06-21 10:07:39","2018-05-14 19:24:53","173400281"
"8193509","2017-06-21 10:07:39","2018-05-14 19:24:53","173400281"
"4896449","2015-05-13 15:21:55","2018-05-14 19:35:22","173400845"
"4896449","2015-05-13 15:21:55","2018-05-14 19:35:22","173400845"
"6009031","2016-03-02 16:40:43","2018-05-14 19:37:21","173400978"
"6447399","2016-06-09 20:38:17","2018-05-14 20:06:36","173402660"
"6447399","2016-06-09 20:38:17","2018-05-14 20:06:36","173402660"
"6447399","2016-06-09 20:38:17","2018-05-14 20:06:36","173402660"
"768537","2011-05-24 21:11:29","2018-05-14 20:32:27","173404042"
"5072383","2015-07-02 06:13:40","2018-05-14 20:53:36","173405226"
"7551257","2017-02-11 19:17:41","2018-05-14 20:54:42","173405285"
"7636602","2017-02-28 16:10:09","2018-05-14 21:54:45","173408003"
"7274157","2016-12-09 18:37:58","2018-05-14 22:10:55","173408591"
"5731044","2015-12-30 14:41:27","2018-05-14 22:45:24","173409808"
"1727392","2012-10-07 23:01:21","2018-05-14 23:12:24","173410707"
"1727392","2012-10-07 23:01:21","2018-05-14 23:12:24","173410707"
"1727392","2012-10-07 23:01:21","2018-05-14 23:12:24","173410707"
"1727392","2012-10-07 23:01:21","2018-05-14 23:12:24","173410707"
"6275705","2016-04-30 17:14:55","2016-10-20 09:10:14","129715365"
"6275705","2016-04-30 17:14:55","2016-10-20 09:20:30","129716214"
"213334","2009-11-17 22:38:35","2016-10-20 09:23:27","129716484"
"213334","2009-11-17 22:38:35","2016-10-20 09:23:27","129716484"
"213334","2009-11-17 22:38:35","2016-10-20 09:23:27","129716484"
"213334","2009-11-17 22:38:35","2016-10-20 09:23:27","129716484"
"213334","2009-11-17 22:38:35","2016-10-20 09:23:27","129716484"
"6675900","2016-08-04 02:33:27","2016-10-20 09:28:12","129716974"
"6675900","2016-08-04 02:33:27","2016-10-20 09:28:12","129716974"
"6675900","2016-08-04 02:33:27","2016-10-20 09:28:12","129716974"
"2160144","2013-03-12 09:07:46","2016-10-20 09:49:27","129718757"
"2160144","2013-03-12 09:07:46","2016-10-20 09:49:27","129718757"
"2160144","2013-03-12 09:07:46","2016-10-20 09:49:27","129718757"
"845280","2011-07-14 19:31:56","2016-10-20 09:50:20","129718828"
"2160144","2013-03-12 09:07:46","2016-10-20 09:56:06","129719285"
"2160144","2013-03-12 09:07:46","2016-10-20 09:56:06","129719285"
"2160144","2013-03-12 09:07:46","2016-10-20 09:56:06","129719285"
"2483127","2013-06-13 16:38:21","2016-10-20 11:32:59","129727518"
"2483127","2013-06-13 16:38:21","2016-10-20 11:32:59","129727518"
"4560470","2015-02-12 17:33:44","2016-10-20 11:38:38","129727960"
"4560470","2015-02-12 17:33:44","2016-10-20 11:38:38","129727960"
"4560470","2015-02-12 17:33:44","2016-10-20 11:38:38","129727960"
"4560470","2015-02-12 17:33:44","2016-10-20 11:38:38","129727960"
"5019163","2015-06-17 10:31:24","2016-10-20 12:04:59","129730062"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"2411173","2013-05-22 20:31:00","2016-10-20 12:16:17","129731008"
"416206","2010-08-10 13:46:49","2016-10-20 12:35:03","129732656"
"416206","2010-08-10 13:46:49","2016-10-20 12:35:03","129732656"
"1747571","2012-10-15 15:24:43","2015-06-15 14:40:41","92867847"
"1747571","2012-10-15 15:24:43","2015-06-15 14:40:41","92867847"
"1747571","2012-10-15 15:24:43","2015-06-15 14:40:41","92867847"
"611750","2011-02-10 16:55:41","2015-06-15 15:02:09","92869718"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"2411173","2013-05-22 20:31:00","2015-06-15 15:42:50","92873137"
"1698695","2012-09-25 22:32:05","2015-06-15 16:11:44","92875330"
"4698759","2015-03-22 02:38:26","2015-06-15 16:55:20","92878331"
"3397298","2014-03-09 00:11:34","2015-06-15 17:32:10","92880757"
"5012509","2015-06-15 18:06:45","2015-06-15 18:13:36","92883551"
"402098","2010-07-26 09:30:24","2015-06-15 18:15:47","92883658"
"4564432","2015-02-13 17:19:11","2015-06-15 18:15:57","92883670"
"5012509","2015-06-15 18:06:45","2015-06-15 18:17:23","92883780"
"38971","2008-11-19 15:17:15","2009-04-13 01:44:26","1428509"
"1343","2008-08-14 15:46:01","2009-04-13 03:31:54","1428793"
"1343","2008-08-14 15:46:01","2009-04-13 03:31:54","1428793"
"49189","2008-12-26 10:51:13","2009-04-13 06:27:21","1429231"
"70702","2009-02-25 06:04:12","2009-04-13 07:16:57","1429367"
"70702","2009-02-25 06:04:12","2009-04-13 07:27:16","1429402"
"38971","2008-11-19 15:17:15","2009-04-13 10:30:09","1430004"
"79708","2009-03-18 20:16:19","2009-04-13 12:16:32","1430369"
"89771","2009-04-11 14:41:25","2009-04-13 12:42:09","1430478"
"38971","2008-11-19 15:17:15","2009-04-13 15:59:46","1431622"
"38971","2008-11-19 15:17:15","2009-04-13 16:34:04","1431891"
"20846","2008-09-23 01:03:38","2009-04-13 17:05:37","1432156"
"20846","2008-09-23 01:03:38","2009-04-13 17:05:37","1432156"
"38971","2008-11-19 15:17:15","2009-04-13 17:56:22","1432526"
"38971","2008-11-19 15:17:15","2009-04-13 18:18:29","1432668"
"38971","2008-11-19 15:17:15","2009-04-13 19:16:55","1432999"
"38971","2008-11-19 15:17:15","2009-04-13 21:06:02","1433753"
"38971","2008-11-19 15:17:15","2009-04-13 23:40:31","1434526"
"38971","2008-11-19 15:17:15","2009-04-13 23:44:56","1434548"
"38971","2008-11-19 15:17:15","2009-04-14 00:26:30","1434689"
"38971","2008-11-19 15:17:15","2009-04-14 00:49:11","1434778"
"38971","2008-11-19 15:17:15","2009-04-14 00:58:06","1434809"
"38971","2008-11-19 15:17:15","2009-04-14 01:13:52","1434853"
"70702","2009-02-25 06:04:12","2009-04-14 01:22:10","1434882"
"70702","2009-02-25 06:04:12","2009-04-14 01:44:05","1434956"
"38971","2008-11-19 15:17:15","2009-04-14 02:16:54","1435090"
"38971","2008-11-19 15:17:15","2009-04-14 02:23:53","1435127"
"38971","2008-11-19 15:17:15","2009-04-14 02:36:27","1435190"
"38971","2008-11-19 15:17:15","2009-04-14 02:46:10","1435229"
"25418","2008-10-06 08:14:37","2009-04-14 10:30:34","1436874"
"38971","2008-11-19 15:17:15","2009-04-14 14:06:00","1438220"
"76701","2009-03-11 15:16:25","2009-04-14 14:14:26","1438323"
"38971","2008-11-19 15:17:15","2009-04-14 14:53:10","1438745"
"416206","2010-08-10 13:46:49","2016-10-20 20:47:28","129769584"
"416206","2010-08-10 13:46:49","2016-10-20 20:47:28","129769584"
"4564432","2015-02-13 17:19:11","2016-10-20 21:48:44","129772991"
"2704659","2013-08-21 17:34:13","2016-10-21 00:16:43","129778212"
"2991421","2013-11-14 09:35:30","2016-10-21 03:02:46","129782785"
"2991421","2013-11-14 09:35:30","2016-10-21 03:02:46","129782785"
"1009508","2011-10-23 12:36:38","2016-10-21 03:57:00","129784424"
"4254959","2014-11-15 06:19:44","2016-10-21 04:33:35","129785772"
"558639","2010-03-30 23:26:32","2018-05-15 21:45:07","173490319"
"558639","2010-03-30 23:26:32","2018-05-15 21:45:07","173490319"
"391161","2010-07-14 03:53:44","2018-05-15 22:24:24","173491908"
"391161","2010-07-14 03:53:44","2018-05-15 22:24:24","173491908"
"336920","2010-05-10 02:34:06","2018-05-15 23:15:10","173493539"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"8798570","2017-10-18 23:56:23","2018-05-16 00:10:05","173495148"
"6410450","2016-06-01 15:29:18","2018-05-16 00:58:13","173496397"
"6410450","2016-06-01 15:29:18","2018-05-16 00:58:13","173496397"
"1492229","2012-06-29 21:55:50","2018-05-16 01:07:57","173496590"
"1492229","2012-06-29 21:55:50","2018-05-16 01:07:57","173496590"
"1492229","2012-06-29 21:55:50","2018-05-16 01:07:57","173496590"
"1492229","2012-06-29 21:55:50","2018-05-16 01:07:57","173496590"
"1492229","2012-06-29 21:55:50","2018-05-16 01:07:57","173496590"
"4605629","2015-02-25 12:22:39","2018-05-16 01:16:59","173496776"
"4605629","2015-02-25 12:22:39","2018-05-16 01:16:59","173496776"
"4605629","2015-02-25 12:22:39","2018-05-16 01:16:59","173496776"
"5588279","2015-11-21 05:17:37","2018-05-16 02:12:01","173498397"
"3583384","2014-04-29 00:48:32","2018-05-16 02:13:30","173498436"
"4605629","2015-02-25 12:22:39","2018-05-16 03:29:14","173500825"
"4605629","2015-02-25 12:22:39","2018-05-16 03:29:14","173500825"
"4605629","2015-02-25 12:22:39","2018-05-16 03:29:14","173500825"
"1492229","2012-06-29 21:55:50","2018-05-16 04:13:53","173502126"
"1492229","2012-06-29 21:55:50","2018-05-16 04:13:53","173502126"
"1492229","2012-06-29 21:55:50","2018-05-16 04:13:53","173502126"
"1492229","2012-06-29 21:55:50","2018-05-16 04:13:53","173502126"
"1492229","2012-06-29 21:55:50","2018-05-16 04:13:53","173502126"
"2973446","2013-11-09 17:16:59","2018-05-16 04:25:24","173502479"
"2973446","2013-11-09 17:16:59","2018-05-16 04:25:24","173502479"
"4405757","2014-12-30 14:51:39","2018-05-16 04:51:53","173503282"
"3646742","2014-05-17 04:07:40","2018-05-16 04:57:14","173503484"
"5829906","2016-01-23 11:25:03","2018-05-16 05:03:11","173503673"
"5829906","2016-01-23 11:25:03","2018-05-16 05:03:11","173503673"
"5829906","2016-01-23 11:25:03","2018-05-16 05:03:11","173503673"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"2605604","2013-07-22 05:14:29","2018-05-16 05:06:49","173503787"
"5808464","2016-01-19 05:01:24","2018-05-16 05:52:09","173505928"
"5808464","2016-01-19 05:01:24","2018-05-16 05:52:09","173505928"
"5808464","2016-01-19 05:01:24","2018-05-16 05:52:09","173505928"
"5808464","2016-01-19 05:01:24","2018-05-16 05:52:09","173505928"
"2651073","2013-08-04 19:27:10","2015-06-16 14:20:27","92953613"
"2651073","2013-08-04 19:27:10","2015-06-16 14:20:27","92953613"
"2651073","2013-08-04 19:27:10","2015-06-16 14:20:27","92953613"
"2651073","2013-08-04 19:27:10","2015-06-16 14:20:27","92953613"
"2651073","2013-08-04 19:27:10","2015-06-16 14:20:27","92953613"
"5016028","2015-06-16 15:09:16","2015-06-16 15:17:12","92959012"
"5016028","2015-06-16 15:09:16","2015-06-16 15:17:12","92959012"
"940158","2011-09-12 08:41:31","2015-06-16 15:57:49","92962508"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"821742","2011-06-29 18:51:48","2013-12-23 20:34:13","54258997"
"693272","2011-04-05 15:48:42","2013-12-23 20:57:58","54260106"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"588855","2010-08-06 17:52:56","2013-12-23 21:30:45","54261746"
"2590203","2013-07-17 06:54:07","2013-12-23 22:37:35","54264516"
"2590203","2013-07-17 06:54:07","2013-12-23 22:37:35","54264516"
"237681","2009-12-23 15:31:25","2013-12-23 23:18:11","54266001"
"237681","2009-12-23 15:31:25","2013-12-23 23:18:11","54266001"
"237681","2009-12-23 15:31:25","2013-12-23 23:18:11","54266001"
"198927","2009-10-29 14:01:04","2013-12-23 23:28:32","54266360"
"198927","2009-10-29 14:01:04","2013-12-23 23:28:32","54266360"
"198927","2009-10-29 14:01:04","2013-12-23 23:28:32","54266360"
"198927","2009-10-29 14:01:04","2013-12-23 23:28:32","54266360"
"198927","2009-10-29 14:01:04","2013-12-23 23:28:32","54266360"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"2800939","2013-09-20 22:37:15","2013-12-24 01:09:14","54269129"
"896112","2011-08-16 06:28:43","2013-12-24 01:12:57","54269197"
"837299","2011-07-10 04:05:42","2013-12-24 01:37:56","54269849"
"499699","2010-11-07 07:03:23","2013-12-24 01:48:06","54270060"
"1643537","2012-09-03 11:00:07","2013-12-24 02:23:29","54271074"
"325241","2010-04-25 04:06:57","2013-12-24 03:21:27","54272737"
"325241","2010-04-25 04:06:57","2013-12-24 03:21:27","54272737"
"499699","2010-11-07 07:03:23","2013-12-24 03:58:43","54273703"
"3105909","2013-12-16 03:22:02","2013-12-24 04:34:05","54274561"
"3105909","2013-12-16 03:22:02","2013-12-24 04:34:05","54274561"
"1548326","2012-07-24 10:12:26","2018-05-17 01:47:28","173581676"
"558639","2010-03-30 23:26:32","2018-05-17 03:18:05","173584579"
"558639","2010-03-30 23:26:32","2018-05-17 03:18:05","173584579"
"558639","2010-03-30 23:26:32","2018-05-17 04:21:55","173586359"
"558639","2010-03-30 23:26:32","2018-05-17 04:21:55","173586359"
"781723","2011-06-02 19:14:02","2018-05-17 04:30:22","173586668"
"8708571","2017-10-02 13:21:22","2018-05-17 04:45:47","173587193"
"2690054","2013-08-16 16:08:23","2018-05-17 05:26:34","173588845"
"7131757","2016-11-08 12:56:02","2018-05-17 05:46:54","173589776"
"7131757","2016-11-08 12:56:02","2018-05-17 05:46:54","173589776"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"2439199","2013-05-31 05:49:15","2018-05-17 06:27:53","173592101"
"5630261","2015-12-02 12:22:19","2018-05-17 06:46:13","173593269"
"9793780","2018-05-15 11:14:59","2018-05-17 07:55:41","173597945"
"1150683","2012-01-15 18:03:45","2018-05-17 08:16:18","173599473"
"1150683","2012-01-15 18:03:45","2018-05-17 08:16:18","173599473"
"1150683","2012-01-15 18:03:45","2018-05-17 08:16:18","173599473"
"156458","2009-08-14 12:31:05","2016-10-21 18:06:56","129841541"
"156458","2009-08-14 12:31:05","2016-10-21 18:06:56","129841541"
"156458","2009-08-14 12:31:05","2016-10-21 18:06:56","129841541"
"156458","2009-08-14 12:31:05","2016-10-21 18:06:56","129841541"
"850781","2011-07-18 20:18:27","2016-10-21 18:14:24","129842015"
"2973423","2013-11-09 17:08:55","2016-10-21 18:22:09","129842421"
"6828902","2016-09-14 02:17:45","2016-10-21 18:30:54","129843021"
"2704659","2013-08-21 17:34:13","2016-10-21 18:37:41","129843425"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"1494754","2012-07-01 20:45:18","2016-10-21 19:25:49","129846184"
"4644650","2015-03-07 16:38:15","2016-10-21 19:44:36","129847192"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"6106842","2016-03-23 22:28:05","2016-10-21 21:05:56","129851454"
"1510869","2011-07-02 08:36:47","2012-06-01 16:22:06","25079789"
"376742","2010-06-26 00:20:39","2012-06-01 17:54:47","25082649"
"365872","2010-06-13 20:52:43","2012-06-01 18:08:12","25083089"
"1420026","2012-05-27 10:50:28","2012-06-01 18:22:21","25083586"
"1420026","2012-05-27 10:50:28","2012-06-01 18:22:21","25083586"
"1420026","2012-05-27 10:50:28","2012-06-01 18:22:21","25083586"
"1420026","2012-05-27 10:50:28","2012-06-01 18:22:21","25083586"
"1265302","2012-03-12 23:29:02","2012-06-01 18:56:31","25084602"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"979663","2011-10-05 04:08:59","2012-06-01 19:34:02","25085681"
"495545","2010-11-03 05:14:16","2012-06-01 19:56:02","25086339"
"165089","2009-08-28 20:27:58","2012-06-01 20:24:12","25087081"
"237209","2009-12-22 22:05:35","2012-06-01 20:56:48","25087895"
"9561497","2018-03-28 02:25:44","2018-05-14 09:21:35","173356969"
"9561497","2018-03-28 02:25:44","2018-05-14 09:21:35","173356969"
"7373736","2017-01-04 10:49:16","2018-05-14 09:43:23","173358624"
"7373736","2017-01-04 10:49:16","2018-05-14 09:43:23","173358624"
"9504474","2018-03-16 17:22:33","2018-05-14 09:51:29","173359236"
"6339494","2016-05-16 06:50:44","2018-05-14 10:14:46","173360899"
"6339494","2016-05-16 06:50:44","2018-05-14 10:14:46","173360899"
"6339494","2016-05-16 06:50:44","2018-05-14 10:14:46","173360899"
"6339494","2016-05-16 06:50:44","2018-05-14 10:14:46","173360899"
"7566673","2017-02-15 05:16:01","2018-05-14 10:16:16","173361004"
"2130573","2013-03-04 05:32:10","2018-05-14 10:32:17","173362113"
"632116","2011-02-11 14:55:51","2018-05-14 11:14:57","173365070"
"89766","2009-04-11 14:07:42","2018-05-14 11:42:51","173367093"
"3760132","2014-06-20 12:29:55","2018-05-14 12:04:15","173368673"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"1934212","2012-12-28 10:20:00","2018-05-14 12:11:36","173369255"
"7373736","2017-01-04 10:49:16","2018-05-14 12:15:18","173369520"
"7373736","2017-01-04 10:49:16","2018-05-14 12:15:18","173369520"
"72583","2009-03-02 00:04:44","2009-04-06 14:43:25","1329114"
"17500","2008-09-18 10:15:22","2009-04-06 16:04:19","1329816"
"17500","2008-09-18 10:15:22","2009-04-06 16:04:19","1329816"
"26667","2008-10-09 23:00:51","2009-04-06 23:02:45","1332852"
"26667","2008-10-09 23:00:51","2009-04-07 10:43:18","1335737"
